ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
1042,Canada,is it true that provinces have a large degree of autonomy,yes,,easy,S08_set2_a8,
1043,polar_bear,what do fossil and dna evidence tell us,the polar bear diverged from the brown bear about 200 thousand years ago,hard,medium,S08_set1_a4,
1044,,how do most ants travel,most ants travel by walking,medium,medium,S10_set1_a1,Ant
1045,,is san franscico a popular tourist destination,yes,easy,easy,S10_set3_a8,San_Francisco
1046,,which is the subsaharan indigenous language with the greatest number of speakers,hausa of west africa is the subsaharan indigenous language with the greatest number of speakers,hard,hard,S10_set5_a4,Swahili_language
1047,elephant,are elephant populations in west africa generally small and fragmented,yes,easy,easy,S08_set1_a5,
1048,polar_bear,does a polar bear live in the arctic,yes,easy,easy,S08_set1_a4,
1049,duck,are ducks an accepted presence in some populated areas,yes,easy,easy,S08_set1_a10,
1050,,was michelangelos output in every field during his long life prodigious,yes,,easy,S10_set6_a2,Michelangelo
1051,,are the strings of a classical lyre made of gut,yes,easy,hard,S09_set2_a10,Lyre
1052,turtle,what type of creatures breathe air and dont lay eggs underwater,amnoites,hard,medium,S08_set1_a9,
1053,,give an example of the best known symphony orchestras in the world under the leadership of conductors yevgeny mravinsky and yuri temirkanov,the leningrad philharmonic orchestra,,medium,S10_set3_a10,Saint_Petersburg
1054,Grover_Cleveland,did the department of the interior not charge that the rights of way for this land must be returned to the public because the railroads failed to extend their lines according to agreements,yes,,easy,S08_set3_a6,
1055,Gerald_Ford,how do kwajalein and eniwetok relate,the monterey supported landings at both locations,,medium,S08_set3_a10,
1056,,is korean the official language of korea,yes,easy,medium,S10_set5_a6,Korean_language
1057,kangaroo,what kinds of changes have larger kangaroos adapted much better to,changes wrought to the australian landscape by humans,,medium,S08_set1_a1,
1058,Romania,what do economy and law have in common,not sure how to answer this,,,S08_set2_a7,
1059,,is there a becquerel crater on the moon for radioactivity,yes,,easy,S09_set4_a9,Henri_Becquerel
1060,,in belgium however is quatrevingts universally used,yes,,easy,S09_set5_a5,French_language
1061,,how to travel to work from the city to moscow,railway,hard,too hard,S10_set3_a10,Saint_Petersburg
1062,Qatar,was qatar university founded in 1973,yes,,easy,S08_set2_a3,
1063,,do male giraffes weigh more than female giraffes,yes,hard,medium,S09_set1_a5,Giraffe
1064,,what was maynard ferguson noted for being able to play accurately,yes,hard,easy,S10_set2_a3,Trumpet
1065,Henri_Becquerel,what led becquerel to investigate the spontaneous emission of nuclear radiation,phographic plates being fully exposed,,hard,S08_set4_a9,
1066,,is turtle soup considered a delicacy,yes,hard,hard,S09_set1_a4,Turtle
1067,Indonesia,is it the world s largest archipelagic state,yes,,easy,S08_set2_a10,
1068,otter,do sea otters have long muscular tails,no,easy,medium,S08_set1_a7,
1069,duck,how does a mallards tongue work,its tongue is a flat plate and on the tongues back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat,hard,hard,S08_set1_a10,
1070,turtle,what has been discovered about turtles organs,they do not gradually break down or become less efficient over time,hard,hard,S08_set1_a9,
1071,,what is the battery made by alessandro volta credited as,the battery made by volta is credited as the first electrochemical cell,medium,medium,S10_set4_a10,Alessandro_Volta
1072,,was it derived from latin,yes,,hard,S10_set5_a2,Malay_language
1073,Gerald_Ford,was gerald ford a member of delta kappa epsilon,yes,easy,easy,S08_set3_a10,
1074,,did he become chief engineer in the department of bridges and highways,yes,,easy,S09_set4_a9,Henri_Becquerel
1075,,what is along the citys western border,taipei has the danshui river along its western border,medium,medium,S10_set3_a6,Taipei
1076,,in 1602 the british east india companys first voyage commanded by sir who arrived in aceh and sailed on to banten where they were allowed to build a trading post,james lancaster,,medium,S10_set3_a5,Jakarta
1077,,was pascals earliest work in the natural and applied sciences where he made important contributions to the construction of mechanical calculators the study of fluids and clarified the concepts of pressure and vacuum by generalizing the work of evangelista torricelli,yes,,easy,S10_set4_a4,Blaise_Pascal
1078,Romania,sibiu a large city in transylvania was chosen as european capital of culture in what year,2007,,medium,S08_set2_a7,
1079,leopard,has the new zealand rugby league featured the otahuhu leopards and then the tamaki leopards,yes,,easy,S08_set1_a2,
1080,,is it true that semantics causes a number of false friends,true,,easy,S09_set5_a1,English_language
1081,,what event marked the end of the old portuguese period,the publication of the cancioneiro geral by garcia de resende in 1516,medium,medium,S10_set5_a1,Portuguese_language
1082,Ghana,did the dutch build the elmina castle,no,easy,easy,S08_set2_a5,
1083,,what are the most common cymbals,the most common cymbals are the hihats crash splash ride and china,medium,medium,S09_set2_a6,Cymbal
1084,Abraham_Lincoln,who suggested lincoln grow a beard,grace bedell,hard,medium,S08_set3_a4,
1085,elephant,has tusklessness become a rare abnormality,no tusklessness has become a widespread hereditary trait,hard,hard,S08_set1_a5,
1086,,do his works enjoy a broad popular appeal in the united states where rockwell is most famous for the cover illustrations of everyday life scenarios he created for the saturday evening post magazine over more than four decades,yes,,easy,S10_set6_a4,Norman_Rockwell
1087,Henri_Becquerel,did one places between the phosphorescent substance and the paper a piece of money or a metal screen not pierce with a cutout design,yes,,easy,S08_set4_a9,
1088,Ulysses_S._Grant,was grant s favorite brand of bourbon whiskey old crow,yes,,easy,S08_set3_a5,
1089,Theodore_Roosevelt,what did roosevelt do to improve his physical condition,roosevelt took up exercise,medium,hard,S08_set3_a7,
1090,,when did charles ix order amati to construct 24 violins for him,1560,,medium,S10_set2_a2,Violin
1091,,is there cello in performances by rihanna,yes,easy,easy,S09_set2_a9,Cello
1092,,is avogadro hailed as a founder of the atomicmolecular theory,yes,easy,easy,S10_set4_a8,Amedeo_Avogadro
1093,Amedeo_Avogadro,is it true that he became a professor in 1820,yes,,easy,S08_set4_a8,
1094,Finland,who is the most popular rock group in finland,cmx,medium,medium,S08_set2_a4,
1095,,what did he invent,he invented a new method of measuring distances by telescope a device for copying letters improvements in the oil lamp a steam mangle and a machine for copying sculptures,hard,medium,S10_set4_a2,James_Watt
1096,,have cymbals been used historically to suggest bacchanal,yes,easy,easy,S09_set2_a6,Cymbal
1097,,at what age can a zebra breed,five or six,hard,medium,S10_set1_a9,Zebra
1098,otter,are male otters dogotters,yes,,easy,S08_set1_a7,
1099,Henri_Becquerel,he became chief engineer in the department of bridges and highways in what year,in 1894,,medium,S08_set4_a9,
1100,,what was the name of james watts mother,agnes muirhead,easy,hard,S09_set4_a2,James_Watt
1101,polar_bear,do female polar bears weight more than the male,no,hard,medium,S08_set1_a4,
1102,Ulysses_S._Grant,who was grants brother in law,fred dent,medium,medium,S08_set3_a5,
1103,Liechtenstein,is liechtenstein bordered by switzerland,yes,easy,easy,S08_set2_a1,
1104,Calvin_Coolidge,what caused calvin jrs death,heart attack,hard,easy,S08_set3_a9,
1105,Egypt,what is the poulation of egypt,78 million people,medium,hard,S08_set2_a6,
1106,,is he best known for cofounding the cubist movement and for the wide variety of styles embodied in his work,yes,,easy,S10_set6_a1,Pablo_Picasso
1107,Singapore,what became one of the most important commercial and military centres of the british empire,singapore,,medium,S08_set2_a2,
1108,James_Monroe,what is the first number on the page,28,easy,too easy,S08_set3_a2,
1109,Gray_Wolf,is the gray wolf a mammal,yes,easy,easy,S08_set1_a6,
1110,,is hassaniya arabic spoken in mauritania,yes,easy,easy,S10_set5_a3,Arabic_language
1111,,who created monas park,general herman willem deandels,medium,medium,S10_set3_a5,Jakarta
1112,,were newtons religious views consistent with anglicanism,no a conflict between newtons religious views and anglican orthodoxy was averted,hard,too hard,S10_set4_a1,Isaac_Newton
1113,Millard_Fillmore,was millard fillmore born on january 7 1800,yes,easy,easy,S08_set3_a3,
1114,John_Adams,who were the midnight judges,they were judges formally appointed days before adams term expired,hard,hard,S08_set3_a1,
1115,elephant,how much do elephants weight at birth,120 kilograms,hard,medium,S08_set1_a5,
1116,Grover_Cleveland,how many children did grover cleveland have,5,hard,hard,S08_set3_a6,
1117,,what did the university of oxford grant faraday,doctor of civil law degree honorary,medium,medium,S09_set4_a7,Michael_Faraday
1118,,why is the watt named after watt,the watt is named after him for his contributions to the development of the steam engine,hard,medium,S10_set4_a2,James_Watt
1119,,what is a person that makes or repairs violins called,luthier,hard,medium,S10_set2_a2,Violin
1120,,egyptian arabic is spoken by how many in egypt,76 million,medium,medium,S10_set5_a3,Arabic_language
1121,Gray_Wolf,do wolf pups tend to have darker fur than adults,yes they do tend to have darker furs,easy,hard,S08_set1_a6,
1122,penguin,what happened in a region not quite 2000 km south of the equator 35 mya,at least one giant penguin,,medium,S08_set1_a3,
1123,,can guitars be divided into two broad categories,yes,easy,easy,S10_set2_a7,Guitar
1124,,are among the bestknown of rockwells works the willie gillis series rosie the riveter although his rosie was reproduced less than others of the day saying grace 1951 and the four freedoms series,yes,,easy,S10_set6_a4,Norman_Rockwell
1125,John_Adams,who were the midnight judges,they were a series of judges so called because most of them were formally appointed days before adams presidential term expired,hard,hard,S08_set3_a1,
1126,,where was the deepest note of the classical lyre in relation to the players body,it was farthest from the players body,hard,medium,S10_set2_a10,Lyre
1127,,how many groups are turtles broken down into,two,medium,medium,S09_set1_a4,Turtle
1128,,where is charlesaugustin de coulomb from,france,,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
1129,,was charlesaugustin de coulomb a spanish biologist,no,easy,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1130,,was charles augustin  de coulomb   born  june  14   1736   angoulãªme   france    died august 23   1806   paris   france   a french  physicist,yes,,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
1131,,is the long term viability of the koala therefore threatened by genetic weakness,the long term viability of the koala is therefore threatened by genetic weakness,,easy,S10_set1_a3,Koala
1132,elephant,are elephants good swimmers,yes,easy,easy,S08_set1_a5,
1133,Egypt,why does most of egypts population live near the nile,the only arable agricultural land is found there,hard,medium,S08_set2_a6,
1134,,is it also one of the two official languages in the yanbian korean autonomous prefecture in china,yes,,easy,S10_set5_a6,Korean_language
1135,,what did alessandro volta invent in 1800,voltaic pile,medium,medium,S10_set4_a10,Alessandro_Volta
1136,penguin,how many species of penguins are there,between 17 and 20 living species,hard,medium,S08_set1_a3,
1137,,what has the most effect on how a drum sounds,the drumhead,medium,medium,S10_set2_a4,Drum
1138,,what was the largest ever chelonian,archelon ischyros,medium,easy,S09_set1_a9,Turtle
1139,,what may happen to red fire ants if we use boiling water on the queen,die,hard,too hard,S10_set1_a1,Ant
1140,,what does the prc government classify as literacy amongst workers,a knowledge of 2000 characters,hard,medium,S10_set5_a7,Chinese_language
1141,Calvin_Coolidge,what fraternity was coolidge a member of,phi gamma delta,medium,medium,S08_set3_a9,
1142,,is berlin the capital city of germany,berlin is the capital city of germany,easy,easy,S10_set3_a1,Berlin
1143,,regarding this topic what did antonio stradivari do,antonio stradivari made violins,,hard,S10_set2_a2,Violin
1144,Anders_Celsius,what happened from 1730 to 1744,he was professor of astronomy at uppsala university,,easy,S08_set4_a5,
1145,,what is another term for korean adjectives,adjectives are also known as descriptive verbs or stative verbs,medium,medium,S10_set5_a6,Korean_language
1146,,what are the three cat species that are native to canada,the three cat species that are native to canada are the cougar the bobcat and the canadian lynx,hard,medium,S10_set1_a2,Cougar
1147,Liechtenstein,does liechtenstein have an army,no,medium,easy,S08_set2_a1,
1148,,have consonant clusters been lost,yes,medium,medium,S10_set5_a10,Vietnamese_language
1149,,is english an intonation  language,yes,,easy,S09_set5_a1,English_language
1150,leopard,are large pythons potential prey for leopards,yes,easy,easy,S08_set1_a2,
1151,,where is arabic spoken,the middle east and north africa,medium,medium,S10_set5_a3,Arabic_language
1152,,are many words describing the navy  types of ships  and other objects or activities on the water of dutch origin,yes,,easy,S09_set5_a1,English_language
1153,Indonesia,are sports in indonesia generally maleorientated and spectator sports are often associated with illegal gambling,yes,,easy,S08_set2_a10,
1154,Indonesia,does indonesia have the worlds hightest level of biodiversity,no,medium,easy,S08_set2_a10,
1155,,what kind of piano did irving berlin play,transposing piano,hard,medium,S10_set2_a1,Piano
1156,,what is the population of copenhagen,1161063,easy,medium,S09_set3_a8,Copenhagen
1157,,when did baldassare castiglione author of il cortegiano   the courtier   write,1528,,hard,S10_set6_a3,Leonardo_da_Vinci
1158,Indonesia,is indonesia a monarchy with a presidential system,no,easy,easy,S08_set2_a10,
1159,Grover_Cleveland,did grover cleveland win the 1884 election,yes,easy,easy,S08_set3_a6,
1160,Millard_Fillmore,was another primary objective of fillmore to preserve the union from the intensifying slavery debate,yes,,easy,S08_set3_a3,
1161,,what music group was named after tesla,tesla,hard,hard,S10_set4_a3,Nikola_Tesla
1162,,which building is the site of the german parliament,the reichstag building,medium,medium,S10_set3_a1,Berlin
1163,,did the economy improve in jakarta in 2007,yes,hard,hard,S10_set3_a5,Jakarta
1164,,what was built to play in both b and a keys,piccolo trumpets,hard,medium,S10_set2_a3,Trumpet
1165,otter,why are sea otters nearly extinct,sea otters have some 200000 hairs per square cm of skin a rich fur for which humans hunted them,hard,hard,S08_set1_a7,
1166,,what is the population of the city of antwerp,antwerps population is 472071,medium,medium,S10_set3_a4,Antwerp
1167,Abraham_Lincoln,what did the legal tender act of 1862 establish,the united states note the first paper currency in united states history,medium,medium,S08_set3_a4,
1168,,what are the three segments of an ant,the head mesosoma and metasoma are the three distinct body segments,medium,hard,S10_set1_a1,Ant
1169,,what prompted the city to upgrade its building codes,the threat of major earthquakes,hard,hard,S10_set3_a8,San_Francisco
1170,,when did tesla receive his last patent,1928,medium,medium,S10_set4_a3,Nikola_Tesla
1171,,does swahili have dipthongs,yes swahili has diphthongs typo,easy,easy,S10_set5_a4,Swahili_language
1172,,can the origins of cymbals be traced to prehistoric times,yes,easy,easy,S09_set2_a6,Cymbal
1173,Ghana,what is the weather like at lake volta,warm and comparatively dry,hard,hard,S08_set2_a5,
1174,,in 1949 where did communist forces enter without a fight,beiping,medium,medium,S09_set3_a7,Beijing
1175,Ghana,how many regions is ghana divided into,10,medium,medium,S08_set2_a5,
1176,James_Monroe,when was james monroe elected president,monroe was elected president in the election of 1816 and reelected in 1820,medium,medium,S08_set3_a2,
1177,polar_bear,garbage is what,garbage is now recycled or transported to thompson manitoba,,medium,S08_set1_a4,
1178,turtle,does the order testudines not include both extant lrb living rrb and extinct species  the earliest known turtles being from around 215 million years ago,yes,,easy,S08_set1_a9,
1179,Uruguay,does uruguay recognize samesex civil unions,yes,easy,easy,S08_set2_a9,
1180,,wasnt portuguese language spread by arriving roman soldiers,yes,,easy,S10_set5_a1,Portuguese_language
1181,,is modern korean written in columns or rows,it is written in rows,medium,hard,S10_set5_a6,Korean_language
1182,,do octopuses have two eyes and four pairs of arms,yes octopuses have two eyes and four pairs of arms,,easy,S10_set1_a10,Octopus
1183,,is nassau sound a body of water in maine,no,easy,easy,S09_set3_a2,Nassau
1184,,hence  can relative molecular masses be calculated from the masses of gas samples,yes,,easy,S09_set4_a8,Amedeo_Avogadro
1185,,in switzerland is ã used at all,no,,easy,S09_set5_a2,German_language
1186,leopard,what are dark leopards known as colloquially,black panthers,hard,hard,S08_set1_a2,
1187,James_Monroe,who dismantled partisan and sectional coalitions,many congressmen,,medium,S08_set3_a2,
1188,Ulysses_S._Grant,was grants fatherinlaw a democrat,yup,easy,easy,S08_set3_a5,
1189,,was michelangelos mother francesca di neri del miniato di siena,yes,,easy,S10_set6_a2,Michelangelo
1190,Gerald_Ford,is ford related with the assassination of john f kennedy,yes,hard,medium,S08_set3_a10,
1191,,what is amedeo avogadros last name,avogadro,,too easy,S09_set4_a8,Amedeo_Avogadro
1192,,do linguists often view chinese as a language family,yes linguists often view chinese as a language family,easy,easy,S10_set5_a7,Chinese_language
1193,elephant,has tusklessness become a rare abnormality,no,hard,hard,S08_set1_a5,
1194,,do male giraffes have larger horns than female giraffes,yes,hard,medium,S09_set1_a5,Giraffe
1195,,when was volta made a count by napoleon,volta was made a count by napoleon in 1810,,medium,S10_set4_a10,Alessandro_Volta
1196,James_Monroe,when did james monroe die,july 4 1831,easy,medium,S08_set3_a2,
1197,beetle,can beetles be found in polar regions,no,easy,easy,S08_set1_a8,
1198,,where is there a newton statue on display,oxford university museum of natural history,medium,medium,S10_set4_a1,Isaac_Newton
1199,,was faraday s  earliest  chemical  work as an assistant  to davy,yes,,easy,S09_set4_a7,Michael_Faraday
1200,,are cougars larger than jaguars,no,easy,hard,S10_set1_a2,Cougar
1201,Romania,is romania a secular state,yes,easy,easy,S08_set2_a7,
1202,Romania,is romania lrb  rrb a country in southeastern europe,yes,,easy,S08_set2_a7,
1203,,what is the si unit measuring magnetic flux density or magnetic induction,the tesla,medium,medium,S09_set4_a3,Nikola_Tesla
1204,,did he build the first practical reflecting telescope,yes,easy,easy,S10_set4_a1,Isaac_Newton
1205,Woodrow_Wilson,was wilson an automobile enthusiast,ouai,easy,easy,S08_set3_a8,
1206,,about how tall is a typical studio piano,studio pianos are around 42 to 45 inches tall,medium,easy,S10_set2_a1,Piano
1207,,what are the oldest known musical instruments,a threeholed flute made from a mammoth tusk and two flutes made from swans bones are among the oldest known musical instruments,hard,hard,S09_set2_a5,Flute
1208,Theodore_Roosevelt,did theodore roosevelt study judo,no,easy,easy,S08_set3_a7,
1209,,are western flutes simpler than indian flutes,yes,hard,hard,S10_set2_a5,Flute
1210,,was it likely that the xylophone reached europe during the crusades,yes,easy,easy,S10_set2_a8,Xylophone
1211,,what happens if a wing is removed,if a ring is removed the other three will grow to a larger size,hard,easy,S10_set1_a6,Butterfly
1212,,do swans feature strongly in mythology,yes,easy,easy,S09_set1_a10,Swan
1213,,are the modern chinese dialects more like a family,yes,,easy,S09_set5_a7,Chinese_language
1214,,why are upright pianos more compact,upright pianos are more compact because the frame and strings are vertical,hard,easy,S10_set2_a1,Piano
1215,,when did it sign on the air,in 1941,,medium,S10_set3_a8,San_Francisco
1216,beetle,are certain species of beetles considered pests,yes,easy,easy,S08_set1_a8,
1217,,how do the java and bali use xylophones,in gamelan ensembles,medium,medium,S10_set2_a8,Xylophone
1218,,is the violin shaped like an hourglass,yes,easy,hard,S10_set2_a2,Violin
1219,Liechtenstein,what company administers leichtensteins railways,austrian federal railways,hard,medium,S08_set2_a1,
1220,leopard,what may a leopard be mistaken for,a cheetah or a jaguar,medium,medium,S08_set1_a2,
1221,,is the stressed  syllable called the nuclear  syllable,yes,,easy,S09_set5_a1,English_language
1222,Amedeo_Avogadro,what happened in 1833,blah blah blah,,hard,S08_set4_a8,
1223,,why did bequerel win the nobel prize in physics,discovery of spontaneous radioactivity,hard,hard,S10_set4_a9,Henri_Becquerel
1224,,is the aburukuwa a type of drum,yes,easy,too easy,S10_set2_a4,Drum
1225,,what is amedeo avogadros first name,amedeo,,hard,S09_set4_a8,Amedeo_Avogadro
1226,,what percentage of the words in turkish vocabulary have turkish origins,86 of the turkish vocabulary have turkish origins,medium,hard,S10_set5_a8,Turkish_language
1227,,who made volta a count,napoleon,medium,medium,S10_set4_a10,Alessandro_Volta
1228,,is swahili a bantu language,yes swahili is a bantu language,easy,easy,S10_set5_a4,Swahili_language
1229,,was newton admitted into havard college,no,easy,easy,S09_set4_a1,Isaac_Newton
1230,,was old chinese wholly uninflected,no,,easy,S09_set5_a7,Chinese_language
1231,otter,how are otters playful animals,the slide down snowy slopes apparently for sheer enjoyment,hard,hard,S08_set1_a7,
1232,,whose ideas inspired charlesaugustin de coulombs experiments on the resistance of masonries,he carried out several experiments on the resistance of masonries which were inspired by the ideas of pieter van musschenbroek on friction,medium,medium,S10_set4_a6,Charles-Augustin_de_Coulomb
1233,Abraham_Lincoln,do scholars rank lincoln among the top three presidents,yes,easy,easy,S08_set3_a4,
1234,,was nikola tesla a vegetarian,in his later years tesla became a vegetarian,hard,easy,S10_set4_a3,Nikola_Tesla
1235,Uruguay,is uruguays landscape mountainous,no,hard,easy,S08_set2_a9,
1236,,in ad 39 king purnawarman established sunda pura as a new capital city for the kingdom located at the northern coast of where,java,,medium,S10_set3_a5,Jakarta
1237,Uruguay,what has many possible meanings,what,,too hard,S08_set2_a9,
1238,,what happened in 1887,in 1887 a year when queen victoria celebrated her golden jubilee and upon the request of the queens associate phillip richbourg he donated several paintings to the french impressionist paintings catalog as a token of his loyalty,,too hard,S10_set6_a5,Pierre-Auguste_Renoir
1239,Canada,how many provinces and territories does canada have,ten provinces and three territories,medium,medium,S08_set2_a8,
1240,Abraham_Lincoln,why did lincoln issue the emancipation proclamation,to free slaves,hard,hard,S08_set3_a4,
1241,,could blaise pascal move without crutches,no,easy,hard,S09_set4_a4,Blaise_Pascal
1242,,what happened in 1785,coulomb presented his three reports on electricity and magnetism,,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1243,Canada,did france cede nearly all of its colonies in europe in 1763,yes,easy,easy,S08_set2_a8,
1244,,when did isaac newton discover the generalized binomial theorem,in 1665,medium,medium,S10_set4_a1,Isaac_Newton
1245,,what is a violin called informally,a fiddle,medium,hard,S10_set2_a2,Violin
1246,kangaroo,why do kangaroos have a wide bite,the two sides of the lower jaw are not joined together and the lower incisors are farther apart,hard,hard,S08_set1_a1,
1247,,give an example of the largest stadiums anywhere in the world and the home to fc zenit st petersburg in 19501993 and 1995,kirov stadium now demolished was one of the largest stadiums anywhere in the world and the home to fc zenit st petersburg in 19501993 and 1995,,medium,S10_set3_a10,Saint_Petersburg
1248,,where do giant pandas live,sichuan province shaanxi and gansu provinces,medium,medium,S10_set1_a4,Giant_Panda
1249,James_Monroe,who did james monroe marry,elizabeth kortright,medium,medium,S08_set3_a2,
1250,beetle,is the adephaga suborder larger than the polyphaga suborder,no,hard,hard,S08_set1_a8,
1251,polar_bear,how long is polar bears guard hair,515 cm,medium,medium,S08_set1_a4,
1252,,the si unit of charge the coulomb was named after him,yes,,easy,S10_set4_a6,Charles-Augustin_de_Coulomb
1253,otter,how many species and genera does otter have,13 species and 7 genera,easy,easy,S08_set1_a7,
1254,elephant,how much do elephants weight at birth,at birth it is common for an elephant calf to weigh 120 kilograms 265 lb,hard,medium,S08_set1_a5,
1255,,about how many koreans speakers are there,78 million korean speakers,medium,medium,S10_set5_a6,Korean_language
1256,Calvin_Coolidge,was calvin coolidge republican,yes,easy,easy,S08_set3_a9,
1257,Singapore,has singapore a network of reservoirs and water catchment areas,yes,,easy,S08_set2_a2,
1258,,what was the dead or alive 4 fighting arena modeled after,a magnetic accelerator cannon station from halo 2,medium,medium,S09_set3_a2,Nassau
1259,Calvin_Coolidge,what years were coolidges two sons born in,1906 and 1908,hard,medium,S08_set3_a9,
1260,Ulysses_S._Grant,why did grant say damn i had nothing to do with this batte,because the generals under him acted on their own,hard,too hard,S08_set3_a5,
1261,Singapore,why churchill called the occupation of singapor by janpan during wwii britains greatest defeat,the british were defeated in six days,hard,hard,S08_set2_a2,
1262,,in which country is portuguese the coofficial language with cantonese chinese,portuguese is the coofficial language with cantonese chinese in macau,hard,medium,S10_set5_a1,Portuguese_language
1263,,what did pascal argue was as perfect as possible,the procedure used in geometry,medium,medium,S09_set4_a4,Blaise_Pascal
1264,leopard,is the leopard an old world mammal,yes,easy,easy,S08_set1_a2,
1265,Calvin_Coolidge,did coolidge get in amherst college,yes,hard,medium,S08_set3_a9,
1266,,was dizzy gillespie a famous trumpeter in 1998,no,easy,easy,S10_set2_a3,Trumpet
1267,,in what year did avogadro stop teaching at turin university,1853,hard,hard,S09_set4_a8,Amedeo_Avogadro
1268,,is there a programming language called pascal,yes,hard,easy,S10_set4_a4,Blaise_Pascal
1269,,when did charlesaugustin de coulomb retire to a small estate he possessed at blois,1789,hard,medium,S09_set4_a6,Charles-Augustin_de_Coulomb
1270,Singapore,has sang nila utama visited singapore,yes,easy,easy,S08_set2_a2,
1271,Abraham_Lincoln,was abraham lincoln the sixteenth president of the united states,yes,easy,easy,S08_set3_a4,
1272,,what language do they speak in kuala lumpur,bahasa melayu,medium,medium,S10_set3_a3,Kuala_Lumpur
1273,Uruguay,did uruguay host the first ever world cup,yes,easy,easy,S08_set2_a9,
1274,Indonesia,is indonesia a republic,yes,,easy,S08_set2_a10,
1275,,how large is the population of san francisco,san francisco has an estimated population of 808976,medium,medium,S10_set3_a8,San_Francisco
1276,,is the otter in the same family as the badger,yes,hard,easy,S09_set1_a7,Otter
1277,Finland,do women live longer than men,yes,hard,hard,S08_set2_a4,
1278,Calvin_Coolidge,did coolidge get in amherst college,yes,hard,hard,S08_set3_a9,
1279,James_Monroe,what dwindled and eventually died out starting with the hartford convention,the federalist party,,easy,S08_set3_a2,
1280,,james watts improvements of what were fundamental to the changes wrought by the industrial revolution,the steam engine,easy,medium,S09_set4_a2,James_Watt
1281,,is finnish threatened by english,no,easy,easy,S10_set5_a5,Finnish_language
1282,,what language besides malay is in the austronesia language family,malagasy,hard,medium,S10_set5_a2,Malay_language
1283,,is the the biggest university in jakarta the university of indonesia,yes,easy,easy,S10_set3_a5,Jakarta
1284,Gerald_Ford,who did ford nominate for vice president,nelson rockefeller,medium,medium,S08_set3_a10,
1285,,did norman rockwell publish a total of 321 original covers for the saturday evening post over 47 years,yes,,easy,S10_set6_a4,Norman_Rockwell
1286,,has swahili no diphthongs,no,,easy,S09_set5_a4,Swahili_language
1287,,who began control of migration to the city in order to stem the overcrowding and poverty,lieutenant general ali sadikin began control of migration to the city in order to stem the overcrowding and poverty,,hard,S10_set3_a5,Jakarta
1288,kangaroo,have larger kangaroos adapted much better to changes,yes,,easy,S08_set1_a1,
1289,,did nikola tesla die alone,yes,easy,easy,S10_set4_a3,Nikola_Tesla
1290,,is lyre played in mordern greece,no,easy,easy,S09_set2_a10,Lyre
1291,,founded by tsar peter i of russia on 27 may 1703 was it the capital of the russian empire for more than two hundred years 1713  1728 1732  1918,yes,,easy,S10_set3_a10,Saint_Petersburg
1292,,what is a trumpet constructed of,brass tubing bent twice into an oblong shape,medium,medium,S10_set2_a3,Trumpet
1293,,what is the official religion in the country,islam,medium,medium,S10_set3_a3,Kuala_Lumpur
1294,polar_bear,how heavy was the largest polar bear on record,1002 kg 2200 lb,medium,medium,S08_set1_a4,
1295,kangaroo,was james cook the first to record the name kangooroo,yes,easy,medium,S08_set1_a1,
1296,turtle,name four related articles for the article on turtles,triassic ernst haeckel kunstformen der natur animal,medium,medium,S08_set1_a9,
1297,,was volta made a count by napoleon in 1810,yes volta was made a count by napoleon in 1810,,easy,S10_set4_a10,Alessandro_Volta
1298,Romania,are there many roma in romania,no,hard,too hard,S08_set2_a7,
1299,Finland,according to readers digest is finland best for living,yes,easy,easy,S08_set2_a4,
1300,,how do turtles chew food,turtles use their jaws to cut and chew food,medium,medium,S09_set1_a4,Turtle
1301,,in what year was nairobi founded,1899,medium,medium,S10_set3_a9,Nairobi
1302,,what did faraday invent that is used almost universally in science laboratories,bunsen burner,medium,medium,S09_set4_a7,Michael_Faraday
1303,,what happened in 1968 through 1971,devoting his full energies to his work picasso became more daring his works more colorful and expressive and from 1968 through 1971,,medium,S10_set6_a1,Pablo_Picasso
1304,,are the most active in damascus and cairo,bad question,,,S09_set5_a3,Arabic_language
1305,Singapore,where is the national orchid garden,singapore botanic gardens,medium,medium,S08_set2_a2,
1306,,when did a standard and common language become available to all swedes,it was during the 20th century that a common standardized national language became available to all swedes,medium,easy,S10_set5_a9,Swedish_language
1307,Grover_Cleveland,why did cleveland want to hide his cancer surgery from the public,to avoid further market panic,hard,medium,S08_set3_a6,
1308,Henri_Becquerel,was becquerel elected permanent secretary of the acadãmie des sciences,yes,,easy,S08_set4_a9,
1309,Finland,today are there more cell phone subscriptions than people in finland,yes,hard,hard,S08_set2_a4,
1310,,do otters enjoy playing,yes,hard,easy,S09_set1_a7,Otter
1311,,what family is the panda a part of,ursidae bear,medium,medium,S10_set1_a4,Giant_Panda
1312,,in what language was his 1811 paper published,avogadros 1811 paper was published in french,hard,hard,S10_set4_a8,Amedeo_Avogadro
1313,turtle,are turtles ectothermic,yes,easy,easy,S08_set1_a9,
